"VIN","_id","host","ip","apiKey","userId","idReporte","requestParameters","requestUrl","responseCode","responseCodeStatus","requestTime","responseTime","labels","idRespuesta","idConsulta","responseBody","carfaxUsaData","alertas","firewallUsa"
"1FTFW1ET6DFA67366","6729a99f7384826621095b7f","10.240.2.38:80","201.116.128.213:24691,10.240.3.101, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/1FTFW1ET6DFA67366","200","ok","4/11/2024 23:14:07","4/11/2024 23:14:08",,"6729a9a07384826621095b80","6729a99f7384826621095b7f","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""FORD"",""modelo"":""F-150 PLATINUM"",""anioModelo"":""2013"",""fabricante"":""FORD MOTOR COMPANY"",""paisOrigen"":""ESTADOS UNIDOS (USA)"",""tiempoConsulta"":""2024-11-04T23:14:07-06:00"",""tiempoRespuesta"":""2024-11-04T23:14:08-06:00""}","{""vin"":""1FTFW1ET6DFA67366"",""timestamp"":""2024-11-04T23:14:07.000"",""components"":{""potentialFraudFile"":{""year"":2013,""make"":""FORD"",""model"":""F-150 PLATINUM"",""rateEvasionFlags"":[""Non-Personal Ownership Type""],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"1N6BD0CT7AC438790","6729a9217384826621095b7d","10.240.2.38:80","201.116.128.213:24690,10.240.10.0, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/1N6BD0CT7AC438790","200","ok","4/11/2024 23:12:01","4/11/2024 23:12:02",,"6729a9227384826621095b7e","6729a9217384826621095b7d","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""NISSAN"",""modelo"":""FRONTIER XE"",""anioModelo"":""2010"",""fabricante"":""NISSAN NORTH AMERICA, INC."",""paisOrigen"":""ESTADOS UNIDOS (USA)"",""tiempoConsulta"":""2024-11-04T23:12:01-06:00"",""tiempoRespuesta"":""2024-11-04T23:12:02-06:00""}","{""vin"":""1N6BD0CT7AC438790"",""timestamp"":""2024-11-04T23:12:01.000"",""components"":{""potentialFraudFile"":{""year"":2010,""make"":""NISSAN"",""model"":""FRONTIER XE"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"5N1AN08U16C546614","6729a91f124bd56498eadb41","10.240.2.38:80","201.116.128.213:24690,10.240.1.169, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/5N1AN08U16C546614","200","ok","4/11/2024 23:11:59","4/11/2024 23:12:00",,"6729a920124bd56498eadb42","6729a91f124bd56498eadb41","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""NISSAN"",""modelo"":""XTERRA S"",""anioModelo"":""2006"",""fabricante"":""NISSAN NORTH AMERICA, INC."",""paisOrigen"":""ESTADOS UNIDOS (USA)"",""tiempoConsulta"":""2024-11-04T23:11:59-06:00"",""tiempoRespuesta"":""2024-11-04T23:12:00-06:00""}","{""vin"":""5N1AN08U16C546614"",""timestamp"":""2024-11-04T23:11:59.000"",""components"":{""potentialFraudFile"":{""year"":2006,""make"":""NISSAN"",""model"":""XTERRA S"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"2HGFC1F37GH644031","6729a90c124bd56498eadb3f","10.240.2.38:80","201.116.128.213:24689,10.240.3.101, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/2HGFC1F37GH644031","200","ok","4/11/2024 23:11:40","4/11/2024 23:11:41",,"6729a90d124bd56498eadb40","6729a90c124bd56498eadb3f","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""HONDA"",""modelo"":""CIVIC EX-T"",""anioModelo"":""2016"",""fabricante"":""HONDA OF CANADA MFG., A DIVISION OF HONDA CANADA INC."",""paisOrigen"":""CANADÁ"",""tiempoConsulta"":""2024-11-04T23:11:40-06:00"",""tiempoRespuesta"":""2024-11-04T23:11:41-06:00""}","{""vin"":""2HGFC1F37GH644031"",""timestamp"":""2024-11-04T23:11:40.000"",""components"":{""potentialFraudFile"":{""year"":2016,""make"":""HONDA"",""model"":""CIVIC EX-T"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"5NPE34AF2FH077973","6729a8fd7384826621095b7b","10.240.2.38:80","201.116.128.213:24688,10.240.10.0, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/5NPE34AF2FH077973","200","ok","4/11/2024 23:11:25","4/11/2024 23:11:26",,"6729a8fe7384826621095b7c","6729a8fd7384826621095b7b","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""HYUNDAI"",""modelo"":""SONATA SPORT"",""anioModelo"":""2015"",""fabricante"":""HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI)"",""paisOrigen"":""ESTADOS UNIDOS (USA)"",""tiempoConsulta"":""2024-11-04T23:11:25-06:00"",""tiempoRespuesta"":""2024-11-04T23:11:26-06:00""}","{""vin"":""5NPE34AF2FH077973"",""timestamp"":""2024-11-04T23:11:25.000"",""components"":{""potentialFraudFile"":{""year"":2015,""make"":""HYUNDAI"",""model"":""SONATA SPORT"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"1C4RJFJG3FC651956","6729a8fb69994fdacd6fe2d4","10.240.2.38:80","201.116.128.213:24688,10.240.10.0, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/1C4RJFJG3FC651956","200","ok","4/11/2024 23:11:23","4/11/2024 23:11:24",,"6729a8fc69994fdacd6fe2d5","6729a8fb69994fdacd6fe2d4","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""JEEP"",""modelo"":""GRAND CHEROKEE SUMMIT"",""anioModelo"":""2015"",""fabricante"":""FCA US LLC"",""paisOrigen"":""ESTADOS UNIDOS (USA)"",""tiempoConsulta"":""2024-11-04T23:11:23-06:00"",""tiempoRespuesta"":""2024-11-04T23:11:24-06:00""}","{""vin"":""1C4RJFJG3FC651956"",""timestamp"":""2024-11-04T23:11:23.000"",""components"":{""potentialFraudFile"":{""year"":2015,""make"":""JEEP"",""model"":""GRAND CHEROKEE SUMMIT"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[""Multiple Registrations""]}},""customCalculationOdometer"":""""}","[]","0"
"ZACCJADT3FPC11684","6729a8f77384826621095b79","10.240.2.38:80","201.116.128.213:24688,10.240.1.169, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/ZACCJADT3FPC11684","200","ok","4/11/2024 23:11:19","4/11/2024 23:11:19",,"6729a8f77384826621095b7a","6729a8f77384826621095b79","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""JEEP"",""modelo"":""RENEGADE LIMITED"",""anioModelo"":""2015"",""fabricante"":""FCA ITALY S.P.A."",""paisOrigen"":""ITALIA"",""tiempoConsulta"":""2024-11-04T23:11:19-06:00"",""tiempoRespuesta"":""2024-11-04T23:11:19-06:00""}","{""vin"":""ZACCJADT3FPC11684"",""timestamp"":""2024-11-04T23:11:19.000"",""components"":{""potentialFraudFile"":{""year"":2015,""make"":""JEEP"",""model"":""RENEGADE LIMITED"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"ZACCJADT3FPC11684","6729a8f769994fdacd6fe2d2","10.240.2.38:80","201.116.128.213:24688,10.240.1.169, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/ZACCJADT3FPC11684","200","ok","4/11/2024 23:11:19","4/11/2024 23:11:20",,"6729a8f869994fdacd6fe2d3","6729a8f769994fdacd6fe2d2","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""JEEP"",""modelo"":""RENEGADE LIMITED"",""anioModelo"":""2015"",""fabricante"":""FCA ITALY S.P.A."",""paisOrigen"":""ITALIA"",""tiempoConsulta"":""2024-11-04T23:11:19-06:00"",""tiempoRespuesta"":""2024-11-04T23:11:20-06:00""}","{""vin"":""ZACCJADT3FPC11684"",""timestamp"":""2024-11-04T23:11:19.000"",""components"":{""potentialFraudFile"":{""year"":2015,""make"":""JEEP"",""model"":""RENEGADE LIMITED"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"ZACCJADT3FPC11684","6729a8f57384826621095b77","10.240.2.38:80","201.116.128.213:24688,10.240.1.169, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/ZACCJADT3FPC11684","200","ok","4/11/2024 23:11:17","4/11/2024 23:11:19",,"6729a8f77384826621095b78","6729a8f57384826621095b77","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""JEEP"",""modelo"":""RENEGADE LIMITED"",""anioModelo"":""2015"",""fabricante"":""FCA ITALY S.P.A."",""paisOrigen"":""ITALIA"",""tiempoConsulta"":""2024-11-04T23:11:17-06:00"",""tiempoRespuesta"":""2024-11-04T23:11:19-06:00""}","{""vin"":""ZACCJADT3FPC11684"",""timestamp"":""2024-11-04T23:11:18.000"",""components"":{""potentialFraudFile"":{""year"":2015,""make"":""JEEP"",""model"":""RENEGADE LIMITED"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"2GDEC19WI00B51910","6729a8f269994fdacd6fe2d0","10.240.2.38:80","201.116.128.213:24688,10.240.1.169, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/2GDEC19WI00B51910","200","ok","4/11/2024 23:11:14","4/11/2024 23:11:16",,"6729a8f469994fdacd6fe2d1","6729a8f269994fdacd6fe2d0","{""mensajes"":[{""codigo"":4,""mensaje"":""El dígito verificador en la 9° posición del VIN 2GDEC19WI00B51910 NO es correcto.""}],""marca"":""GMC"",""modelo"":""SIERRA"",""anioModelo"":null,""robo"":false,""roboFecha"":null,""fabricante"":""GENERAL MOTORS LLC"",""paisOrigen"":""Canadá"",""tiempoConsulta"":""2024-11-04T23:11:14-06:00"",""tiempoRespuesta"":""2024-11-04T23:11:16-06:00""}","{""error"":""VIN INVALIDO"",""respuestaCompleta"":{""vin"":""2GDEC19WI00B51910"",""timestamp"":""2024-11-04T23:11:15.000"",""error"":{""message"":""The VIN you entered was invalid""},""vinSuggestions"":[]}}","[{""codigo"":4,""mensaje"":""El dígito verificador en la 9° posición del VIN 2GDEC19WI00B51910 NO es correcto.""}]","0"
"JN8AZ18U39W004775","6729a8f17384826621095b75","10.240.2.38:80","201.116.128.213:24688,10.240.1.169, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/JN8AZ18U39W004775","200","ok","4/11/2024 23:11:13","4/11/2024 23:11:13",,"6729a8f17384826621095b76","6729a8f17384826621095b75","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""NISSAN"",""modelo"":""MURANO SL"",""anioModelo"":""2009"",""fabricante"":""NISSAN MOTOR COMPANY, LTD"",""paisOrigen"":""JAPÓN"",""tiempoConsulta"":""2024-11-04T23:11:13-06:00"",""tiempoRespuesta"":""2024-11-04T23:11:13-06:00""}","{""vin"":""JN8AZ18U39W004775"",""timestamp"":""2024-11-04T23:11:13.000"",""components"":{""potentialFraudFile"":{""year"":2009,""make"":""NISSAN"",""model"":""MURANO SL"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"2GDEC19WB00B51910","6729a8cf124bd56498eadb3d","10.240.2.38:80","201.116.128.213:24687,10.240.3.101, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/2GDEC19WB00B51910","200","ok","4/11/2024 23:10:39","4/11/2024 23:10:41",,"6729a8d1124bd56498eadb3e","6729a8cf124bd56498eadb3d","{""mensajes"":[{""codigo"":4,""mensaje"":""El dígito verificador en la 9° posición del VIN 2GDEC19WB00B51910 NO es correcto.""}],""marca"":""GMC"",""modelo"":""SIERRA"",""anioModelo"":null,""robo"":false,""roboFecha"":null,""fabricante"":""GENERAL MOTORS LLC"",""paisOrigen"":""Canadá"",""tiempoConsulta"":""2024-11-04T23:10:39-06:00"",""tiempoRespuesta"":""2024-11-04T23:10:41-06:00""}","{""error"":""VIN INVALIDO"",""respuestaCompleta"":{""vin"":""2GDEC19WB00B51910"",""timestamp"":""2024-11-04T23:10:40.000"",""error"":{""message"":""The VIN you entered was invalid""},""vinSuggestions"":[]}}","[{""codigo"":4,""mensaje"":""El dígito verificador en la 9° posición del VIN 2GDEC19WB00B51910 NO es correcto.""}]","0"
"2GDEC19W100B51910","6729a8bd69994fdacd6fe2ce","10.240.2.38:80","201.116.128.213:24686,10.240.1.169, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/2GDEC19W100B51910","200","ok","4/11/2024 23:10:21","4/11/2024 23:10:22",,"6729a8be69994fdacd6fe2cf","6729a8bd69994fdacd6fe2ce","{""mensajes"":[{""codigo"":4,""mensaje"":""El dígito verificador en la 9° posición del VIN 2GDEC19W100B51910 NO es correcto.""}],""marca"":""GMC"",""modelo"":""SIERRA"",""anioModelo"":null,""robo"":false,""roboFecha"":null,""fabricante"":""GENERAL MOTORS LLC"",""paisOrigen"":""Canadá"",""tiempoConsulta"":""2024-11-04T23:10:21-06:00"",""tiempoRespuesta"":""2024-11-04T23:10:22-06:00""}","{""error"":""VIN INVALIDO"",""respuestaCompleta"":{""vin"":""2GDEC19W100B51910"",""timestamp"":""2024-11-04T23:10:22.000"",""error"":{""message"":""The VIN you entered was invalid""},""vinSuggestions"":[]}}","[{""codigo"":4,""mensaje"":""El dígito verificador en la 9° posición del VIN 2GDEC19W100B51910 NO es correcto.""}]","0"
"2FTRF17254CA18706","6729a8bb124bd56498eadb3b","10.240.2.38:80","201.116.128.213:24686,10.240.1.169, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/2FTRF17254CA18706","200","ok","4/11/2024 23:10:19","4/11/2024 23:10:19",,"6729a8bb124bd56498eadb3c","6729a8bb124bd56498eadb3b","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""FORD"",""modelo"":""F-150 HERITAGE XL"",""anioModelo"":""2004"",""fabricante"":""FORD MOTOR COMPANY OF CANADA, LTD."",""paisOrigen"":""CANADÁ"",""tiempoConsulta"":""2024-11-04T23:10:19-06:00"",""tiempoRespuesta"":""2024-11-04T23:10:19-06:00""}","{""vin"":""2FTRF17254CA18706"",""timestamp"":""2024-11-04T23:10:19.000"",""components"":{""potentialFraudFile"":{""year"":2004,""make"":""FORD"",""model"":""F-150 HERITAGE XL"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[""Inactive""]}},""customCalculationOdometer"":""""}","[]","0"
"2GCEC19W100B51910","6729a8af124bd56498eadb39","10.240.2.38:80","201.116.128.213:24685,10.240.3.101, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/2GCEC19W100B51910","200","ok","4/11/2024 23:10:07","4/11/2024 23:10:08",,"6729a8b0124bd56498eadb3a","6729a8af124bd56498eadb39","{""mensajes"":[{""codigo"":4,""mensaje"":""El dígito verificador en la 9° posición del VIN 2GCEC19W100B51910 NO es correcto.""}],""marca"":""CHEVROLET"",""modelo"":""SILVERADO"",""anioModelo"":null,""robo"":false,""roboFecha"":null,""fabricante"":""GENERAL MOTORS LLC"",""paisOrigen"":""Canadá"",""tiempoConsulta"":""2024-11-04T23:10:07-06:00"",""tiempoRespuesta"":""2024-11-04T23:10:08-06:00""}","{""error"":""VIN INVALIDO"",""respuestaCompleta"":{""vin"":""2GCEC19W100B51910"",""timestamp"":""2024-11-04T23:10:07.000"",""error"":{""message"":""The VIN you entered was invalid""},""vinSuggestions"":[]}}","[{""codigo"":4,""mensaje"":""El dígito verificador en la 9° posición del VIN 2GCEC19W100B51910 NO es correcto.""}]","0"
"1FTFW1EF1DFA54048","6729a8ad124bd56498eadb37","10.240.2.38:80","201.116.128.213:24685,10.240.3.101, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/1FTFW1EF1DFA54048","200","ok","4/11/2024 23:10:05","4/11/2024 23:10:06",,"6729a8ae124bd56498eadb38","6729a8ad124bd56498eadb37","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""FORD"",""modelo"":""F-150 FX4"",""anioModelo"":""2013"",""fabricante"":""FORD MOTOR COMPANY"",""paisOrigen"":""ESTADOS UNIDOS (USA)"",""tiempoConsulta"":""2024-11-04T23:10:05-06:00"",""tiempoRespuesta"":""2024-11-04T23:10:06-06:00""}","{""vin"":""1FTFW1EF1DFA54048"",""timestamp"":""2024-11-04T23:10:05.000"",""components"":{""potentialFraudFile"":{""year"":2013,""make"":""FORD"",""model"":""F-150 FX4"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"1FT7W2B68HEE93807","6729a8a669994fdacd6fe2cc","10.240.2.38:80","201.116.128.213:24684,10.240.10.0, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/1FT7W2B68HEE93807","200","ok","4/11/2024 23:09:58","4/11/2024 23:09:59",,"6729a8a769994fdacd6fe2cd","6729a8a669994fdacd6fe2cc","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""FORD"",""modelo"":""F-250 SUPER DUTY XLT"",""anioModelo"":""2017"",""fabricante"":""FORD MOTOR COMPANY"",""paisOrigen"":""ESTADOS UNIDOS (USA)"",""tiempoConsulta"":""2024-11-04T23:09:58-06:00"",""tiempoRespuesta"":""2024-11-04T23:09:59-06:00""}","{""vin"":""1FT7W2B68HEE93807"",""timestamp"":""2024-11-04T23:09:58.000"",""components"":{""potentialFraudFile"":{""year"":2017,""make"":""FORD"",""model"":""F-250 SUPER DUTY XLT"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"1C4HJWFG5FL601158","6729a89a7384826621095b73","10.240.2.38:80","201.116.128.213:24683,10.240.3.101, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/1C4HJWFG5FL601158","200","ok","4/11/2024 23:09:46","4/11/2024 23:09:47",,"6729a89b7384826621095b74","6729a89a7384826621095b73","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""JEEP"",""modelo"":""WRANGLER UNLIMITED RUBICON HARD ROCK"",""anioModelo"":""2015"",""fabricante"":""FCA US LLC"",""paisOrigen"":""ESTADOS UNIDOS (USA)"",""tiempoConsulta"":""2024-11-04T23:09:46-06:00"",""tiempoRespuesta"":""2024-11-04T23:09:47-06:00""}","{""vin"":""1C4HJWFG5FL601158"",""timestamp"":""2024-11-04T23:09:46.000"",""components"":{""potentialFraudFile"":{""year"":2015,""make"":""JEEP"",""model"":""WRANGLER UNLIMITED RUBICON HARD ROCK"",""rateEvasionFlags"":[],""potentialFraudFlags"":[""Out Of Operation""],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"JN8AZ08T67W502452","6729a8877384826621095b71","10.240.2.38:80","201.116.128.213:24682,10.240.10.0, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/JN8AZ08T67W502452","200","ok","4/11/2024 23:09:27","4/11/2024 23:09:28",,"6729a8887384826621095b72","6729a8877384826621095b71","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""NISSAN"",""modelo"":""MURANO S"",""anioModelo"":""2007"",""fabricante"":""NISSAN MOTOR COMPANY, LTD"",""paisOrigen"":""JAPÓN"",""tiempoConsulta"":""2024-11-04T23:09:27-06:00"",""tiempoRespuesta"":""2024-11-04T23:09:28-06:00""}","{""vin"":""JN8AZ08T67W502452"",""timestamp"":""2024-11-04T23:09:27.000"",""components"":{""potentialFraudFile"":{""year"":2007,""make"":""NISSAN"",""model"":""MURANO S"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[""Inactive""]}},""customCalculationOdometer"":""""}","[]","0"
"2GCEC19W100351910","6729a8667384826621095b6f","10.240.2.38:80","201.116.128.213:24681,10.240.3.101, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/2GCEC19W100351910","200","ok","4/11/2024 23:08:54","4/11/2024 23:08:55",,"6729a8677384826621095b70","6729a8667384826621095b6f","{""mensajes"":[{""codigo"":4,""mensaje"":""El dígito verificador en la 9° posición del VIN 2GCEC19W100351910 NO es correcto.""}],""marca"":""CHEVROLET"",""modelo"":""SILVERADO"",""anioModelo"":null,""robo"":false,""roboFecha"":null,""fabricante"":""GENERAL MOTORS LLC"",""paisOrigen"":""Canadá"",""tiempoConsulta"":""2024-11-04T23:08:54-06:00"",""tiempoRespuesta"":""2024-11-04T23:08:55-06:00""}","{""error"":""VIN INVALIDO"",""respuestaCompleta"":{""vin"":""2GCEC19W100351910"",""timestamp"":""2024-11-04T23:08:54.000"",""error"":{""message"":""The VIN you entered was invalid""},""vinSuggestions"":[]}}","[{""codigo"":4,""mensaje"":""El dígito verificador en la 9° posición del VIN 2GCEC19W100351910 NO es correcto.""}]","0"
"2FTRF17254CA18706","6729a855124bd56498eadb35","10.240.2.38:80","201.116.128.213:24680,10.240.1.169, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/2FTRF17254CA18706","200","ok","4/11/2024 23:08:37","4/11/2024 23:08:38",,"6729a856124bd56498eadb36","6729a855124bd56498eadb35","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""FORD"",""modelo"":""F-150 HERITAGE XL"",""anioModelo"":""2004"",""fabricante"":""FORD MOTOR COMPANY OF CANADA, LTD."",""paisOrigen"":""CANADÁ"",""tiempoConsulta"":""2024-11-04T23:08:37-06:00"",""tiempoRespuesta"":""2024-11-04T23:08:38-06:00""}","{""vin"":""2FTRF17254CA18706"",""timestamp"":""2024-11-04T23:08:37.000"",""components"":{""potentialFraudFile"":{""year"":2004,""make"":""FORD"",""model"":""F-150 HERITAGE XL"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[""Inactive""]}},""customCalculationOdometer"":""""}","[]","0"
"1FTFW1EF1DFA54084","6729a852124bd56498eadb33","10.240.2.38:80","201.116.128.213:24680,10.240.1.169, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/1FTFW1EF1DFA54084","200","ok","4/11/2024 23:08:34","4/11/2024 23:08:35",,"6729a853124bd56498eadb34","6729a852124bd56498eadb33","{""mensajes"":[{""codigo"":4,""mensaje"":""El dígito verificador en la 9° posición del VIN 1FTFW1EF1DFA54084 NO es correcto.""}],""marca"":""FORD"",""modelo"":""F-150"",""anioModelo"":""2013"",""robo"":false,""roboFecha"":null,""fabricante"":""FORD MOTOR COMPANY"",""paisOrigen"":""ESTADOS UNIDOS (USA)"",""tiempoConsulta"":""2024-11-04T23:08:34-06:00"",""tiempoRespuesta"":""2024-11-04T23:08:35-06:00""}","{""error"":""VIN INVALIDO"",""respuestaCompleta"":{""vin"":""1FTFW1EF1DFA54084"",""timestamp"":""2024-11-04T23:08:35.000"",""error"":{""message"":""The VIN you entered was invalid""},""vinSuggestions"":[{""vin"":""1FTFW1CF1DFA54084"",""description"":""2013 FORD/F150 SUPERCREW/5.0L V8    F DOHC 32V""},{""vin"":""1FTFW1EF5DFA54084"",""description"":""2013 FORD/F150 SUPERCREW/5.0L V8    F DOHC 32V""},{""vin"":""1FTFX1ET1DFA54084"",""description"":""2013 FORD/F150 SUPER CAB/3.5L V6    F DOHC 24V""},{""vin"":""1FT8W3CT1DEA54084"",""description"":""2013 FORD/F350 SUPER DUTY/6.7L V8    F OHV  32V""}]}}","[{""codigo"":4,""mensaje"":""El dígito verificador en la 9° posición del VIN 1FTFW1EF1DFA54084 NO es correcto.""}]","0"
"3VWDP7AJ8DM413801","6729a84f124bd56498eadb31","10.240.2.38:80","201.116.128.213:24680,10.240.1.169, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/3VWDP7AJ8DM413801","200","ok","4/11/2024 23:08:31","4/11/2024 23:08:32",,"6729a850124bd56498eadb32","6729a84f124bd56498eadb31","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""VOLKSWAGEN"",""modelo"":""JETTA SE PZEV"",""anioModelo"":""2013"",""fabricante"":""VOLKSWAGEN DE MEXICO SA DE CV"",""paisOrigen"":""MÉXICO"",""tiempoConsulta"":""2024-11-04T23:08:31-06:00"",""tiempoRespuesta"":""2024-11-04T23:08:32-06:00""}","{""vin"":""3VWDP7AJ8DM413801"",""timestamp"":""2024-11-04T23:08:31.000"",""components"":{""potentialFraudFile"":{""year"":2013,""make"":""VOLKSWAGEN"",""model"":""JETTA SE PZEV"",""rateEvasionFlags"":[],""potentialFraudFlags"":[""Out Of Operation""],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"3VWDP7AJ8DM413801","6729a84d69994fdacd6fe2ca","10.240.2.38:80","201.116.128.213:24680,10.240.1.169, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/3VWDP7AJ8DM413801","200","ok","4/11/2024 23:08:29","4/11/2024 23:08:30",,"6729a84e69994fdacd6fe2cb","6729a84d69994fdacd6fe2ca","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""VOLKSWAGEN"",""modelo"":""JETTA SE PZEV"",""anioModelo"":""2013"",""fabricante"":""VOLKSWAGEN DE MEXICO SA DE CV"",""paisOrigen"":""MÉXICO"",""tiempoConsulta"":""2024-11-04T23:08:29-06:00"",""tiempoRespuesta"":""2024-11-04T23:08:30-06:00""}","{""vin"":""3VWDP7AJ8DM413801"",""timestamp"":""2024-11-04T23:08:29.000"",""components"":{""potentialFraudFile"":{""year"":2013,""make"":""VOLKSWAGEN"",""model"":""JETTA SE PZEV"",""rateEvasionFlags"":[],""potentialFraudFlags"":[""Out Of Operation""],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"3VWDF71K35M615703","6729a8497384826621095b6d","10.240.2.38:80","201.116.128.213:24680,10.240.1.169, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/3VWDF71K35M615703","200","ok","4/11/2024 23:08:25","4/11/2024 23:08:26",,"6729a84a7384826621095b6e","6729a8497384826621095b6d","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""VOLKSWAGEN"",""modelo"":""JETTA 2.5"",""anioModelo"":""2005"",""fabricante"":""VOLKSWAGEN DE MEXICO SA DE CV"",""paisOrigen"":""MÉXICO"",""tiempoConsulta"":""2024-11-04T23:08:25-06:00"",""tiempoRespuesta"":""2024-11-04T23:08:26-06:00""}","{""vin"":""3VWDF71K35M615703"",""timestamp"":""2024-11-04T23:08:25.000"",""components"":{""potentialFraudFile"":{""year"":2005,""make"":""VOLKSWAGEN"",""model"":""JETTA 2.5"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[""Inactive""]}},""customCalculationOdometer"":""""}","[]","0"
